0.0	#5a5a5a	0.0	0
0.01	#30123b	1e-06	0
100.0	#0400E4	0.01	1
250.0	#00FFFF	0.025	0
500.0	#00ff7b	0.05	0
1000.0	#f2ff00	0.1	1
5000.0	#ff0000	0.5	1
10000.0	#7a0403	0.75	0
15000.0	#fb00b0	1.0	1
